epoch,lr-Adam,step,test_auroc,test_f1_score,test_f_beta,test_loss_epoch,test_loss_step,test_mcc,train_f1_score,train_f_beta,train_loss_epoch,train_loss_step,train_mcc,val_auroc,val_f1_score,val_f_beta,val_loss_epoch,val_loss_step,val_mcc
3,,1019,,,,,,,,,,0.6691064834594727,,,,,,,
3,,1029,,,,,,,,,,0.6103839874267578,,,,,,,
3,,1039,,,,,,,,,,0.6892364025115967,,,,,,,
3,,1049,,,,,,,,,,0.657017707824707,,,,,,,
3,,1059,,,,,,,,,,0.761899471282959,,,,,,,
3,,1069,,,,,,,,,,0.7103414535522461,,,,,,,
3,,1079,,,,,,,,,,0.6612751483917236,,,,,,,
,,181,,,,,,,,,,,,,,,,0.28740692138671875,
,,182,,,,,,,,,,,,,,,,0.07499980926513672,
,,183,,,,,,,,,,,,,,,,0.2129497528076172,
,,184,,,,,,,,,,,,,,,,0.41721343994140625,
,,185,,,,,,,,,,,,,,,,0.2784881591796875,
,,186,,,,,,,,,,,,,,,,0.974517822265625,
,,187,,,,,,,,,,,,,,,,0.97027587890625,
,,188,,,,,,,,,,,,,,,,0.453948974609375,
,,189,,,,,,,,,,,,,,,,0.34805870056152344,
,,190,,,,,,,,,,,,,,,,0.19188690185546875,
,,191,,,,,,,,,,,,,,,,0.2617073059082031,
,,192,,,,,,,,,,,,,,,,0.08536672592163086,
,,193,,,,,,,,,,,,,,,,0.13243675231933594,
,,194,,,,,,,,,,,,,,,,0.2844429016113281,
,,195,,,,,,,,,,,,,,,,0.232330322265625,
,,196,,,,,,,,,,,,,,,,0.11032676696777344,
,,197,,,,,,,,,,,,,,,,0.09686088562011719,
,,198,,,,,,,,,,,,,,,,0.20772171020507812,
,,199,,,,,,,,,,,,,,,,0.3639640808105469,
,,200,,,,,,,,,,,,,,,,0.2677173614501953,
,,201,,,,,,,,,,,,,,,,0.15678930282592773,
,,202,,,,,,,,,,,,,,,,0.2501544952392578,
,,203,,,,,,,,,,,,,,,,0.5674114227294922,
,,204,,,,,,,,,,,,,,,,0.35247802734375,
,,205,,,,,,,,,,,,,,,,0.14826107025146484,
,,206,,,,,,,,,,,,,,,,0.12677669525146484,
,,207,,,,,,,,,,,,,,,,0.28380775451660156,
,,208,,,,,,,,,,,,,,,,0.6347579956054688,
,,209,,,,,,,,,,,,,,,,0.6925888061523438,
,,210,,,,,,,,,,,,,,,,0.3480168581008911,
,,211,,,,,,,,,,,,,,,,0.005198121070861816,
,,212,,,,,,,,,,,,,,,,0.44246482849121094,
,,213,,,,,,,,,,,,,,,,0.6936569213867188,
,,214,,,,,,,,,,,,,,,,1.397857666015625,
,,215,,,,,,,,,,,,,,,,1.1588287353515625,
,,216,,,,,,,,,,,,,,,,0.8174362182617188,
,,217,,,,,,,,,,,,,,,,1.1424102783203125,
,,218,,,,,,,,,,,,,,,,0.7781295776367188,
,,219,,,,,,,,,,,,,,,,1.62603759765625,
,,220,,,,,,,,,,,,,,,,2.1592330932617188,
,,221,,,,,,,,,,,,,,,,1.7432098388671875,
,,222,,,,,,,,,,,,,,,,1.0605583190917969,
,,223,,,,,,,,,,,,,,,,1.066986083984375,
,,224,,,,,,,,,,,,,,,,1.5503768920898438,
,,225,,,,,,,,,,,,,,,,2.873931884765625,
,,226,,,,,,,,,,,,,,,,3.413299560546875,
,,227,,,,,,,,,,,,,,,,4.767578125,
,,228,,,,,,,,,,,,,,,,4.33380126953125,
,,229,,,,,,,,,,,,,,,,5.770751953125,
,,230,,,,,,,,,,,,,,,,2.861337661743164,
,,231,,,,,,,,,,,,,,,,0.6446065902709961,
,,232,,,,,,,,,,,,,,,,0.5047755241394043,
,,233,,,,,,,,,,,,,,,,0.3744807243347168,
,,234,,,,,,,,,,,,,,,,2.1296730041503906,
,,235,,,,,,,,,,,,,,,,4.690521240234375,
,,236,,,,,,,,,,,,,,,,3.48919677734375,
,,237,,,,,,,,,,,,,,,,3.589508056640625,
,,238,,,,,,,,,,,,,,,,4.38629150390625,
