epoch,lr-AdamW,p_cd1,p_cd2,p_cd3,step,test_auroc,test_f1_score,test_f_beta,test_loss_epoch,test_loss_step,test_mcc,test_task_loss,train_cd_reg,train_f1_score,train_f_beta,train_loss_epoch,train_loss_step,train_mcc,train_task_loss,val_auroc,val_f1_score,val_f_beta,val_loss_epoch,val_loss_step,val_mcc,val_task_loss
,,,,,139,,,,,,,,,,,,,,,,,,,20.22289276123047,,
,,,,,140,,,,,,,,,,,,,,,,,,,11.931153297424316,,
,,,,,141,,,,,,,,,,,,,,,,,,,28.41518783569336,,
,,,,,142,,,,,,,,,,,,,,,,,,,36.829124450683594,,
,,,,,143,,,,,,,,,,,,,,,,,,,44.44690704345703,,
,,,,,144,,,,,,,,,,,,,,,,,,,45.82379913330078,,
,,,,,145,,,,,,,,,,,,,,,,,,,41.41572189331055,,
,,,,,146,,,,,,,,,,,,,,,,,,,23.85076904296875,,
,,,,,147,,,,,,,,,,,,,,,,,,,31.366168975830078,,
,,,,,148,,,,,,,,,,,,,,,,,,,41.318424224853516,,
,,,,,149,,,,,,,,,,,,,,,,,,,3.273031711578369,,
,,,,,150,,,,,,,,,,,,,,,,,,,2.82102108001709,,
,,,,,151,,,,,,,,,,,,,,,,,,,4.460873126983643,,
,,,,,152,,,,,,,,,,,,,,,,,,,2.632997989654541,,
,,,,,153,,,,,,,,,,,,,,,,,,,3.627415895462036,,
,,,,,154,,,,,,,,,,,,,,,,,,,3.197283983230591,,
,,,,,155,,,,,,,,,,,,,,,,,,,2.746251106262207,,
,,,,,156,,,,,,,,,,,,,,,,,,,4.243812561035156,,
,,,,,157,,,,,,,,,,,,,,,,,,,2.6155519485473633,,
,,,,,158,,,,,,,,,,,,,,,,,,,3.3704590797424316,,
,,,,,159,,,,,,,,,,,,,,,,,,,5.192612171173096,,
,,,,,160,,,,,,,,,,,,,,,,,,,4.346330642700195,,
,,,,,161,,,,,,,,,,,,,,,,,,,3.957977056503296,,
,,,,,162,,,,,,,,,,,,,,,,,,,3.3443799018859863,,
,,,,,163,,,,,,,,,,,,,,,,,,,3.4296984672546387,,
,,,,,164,,,,,,,,,,,,,,,,,,,2.2328226566314697,,
,,,,,165,,,,,,,,,,,,,,,,,,,2.1595616340637207,,
,,,,,166,,,,,,,,,,,,,,,,,,,2.205594062805176,,
,,,,,167,,,,,,,,,,,,,,,,,,,3.0147578716278076,,
,,,,,168,,,,,,,,,,,,,,,,,,,4.974780082702637,,
,,,,,169,,,,,,,,,,,,,,,,,,,3.1694953441619873,,
,,,,,170,,,,,,,,,,,,,,,,,,,2.019761562347412,,
,,,,,171,,,,,,,,,,,,,,,,,,,2.0712032318115234,,
,,,,,172,,,,,,,,,,,,,,,,,,,2.273310422897339,,
,,,,,173,,,,,,,,,,,,,,,,,,,3.5994529724121094,,
,,,,,174,,,,,,,,,,,,,,,,,,,6.4994659423828125,,
,,,,,175,,,,,,,,,,,,,,,,,,,4.950009822845459,,
,,,,,176,,,,,,,,,,,,,,,,,,,4.204225540161133,,
,,,,,177,,,,,,,,,,,,,,,,,,,5.57122802734375,,
,,,,,178,,,,,,,,,,,,,,,,,,,8.220804214477539,,
,,,,,179,,,,,,,,,,,,,,,,,,,7.404675483703613,,
,,,,,180,,,,,,,,,,,,,,,,,,,3.9202780723571777,,
2,,,,,1073,,,,,,,,,,,,,,,0.6214309334754944,0.1658633053302765,0.1658633053302765,8.692944526672363,,0.04083350673317909,8.692944526672363
2,,0.09607714414596558,0.14379577338695526,0.1950903683900833,1073,,,,,,,,0.0019929762929677963,0.19161498546600342,0.19161498546600342,3.008521318435669,,0.1114334911108017,3.0065314769744873,,,,,,,
,0.00017999999999999998,,,,1074,,,,,,,,,,,,,,,,,,,,,
3,,,,,1079,,,,,,,,,,,,2.7991743087768555,,,,,,,,,
3,,,,,1089,,,,,,,,,,,,2.351820945739746,,,,,,,,,
3,,,,,1099,,,,,,,,,,,,1.5758233070373535,,,,,,,,,
3,,,,,1109,,,,,,,,,,,,2.0357913970947266,,,,,,,,,
3,,,,,1119,,,,,,,,,,,,2.6798791885375977,,,,,,,,,
3,,,,,1129,,,,,,,,,,,,1.903885841369629,,,,,,,,,
3,,,,,1139,,,,,,,,,,,,4.932270526885986,,,,,,,,,
3,,,,,1149,,,,,,,,,,,,2.912932872772217,,,,,,,,,
3,,,,,1159,,,,,,,,,,,,1.373151421546936,,,,,,,,,
3,,,,,1169,,,,,,,,,,,,1.6927438974380493,,,,,,,,,
3,,,,,1179,,,,,,,,,,,,4.715919017791748,,,,,,,,,
3,,,,,1189,,,,,,,,,,,,2.48059344291687,,,,,,,,,
3,,,,,1199,,,,,,,,,,,,4.297379016876221,,,,,,,,,
3,,,,,1209,,,,,,,,,,,,2.2027928829193115,,,,,,,,,
3,,,,,1219,,,,,,,,,,,,1.3694628477096558,,,,,,,,,
3,,,,,1229,,,,,,,,,,,,2.2783243656158447,,,,,,,,,
3,,,,,1239,,,,,,,,,,,,1.433862566947937,,,,,,,,,
3,,,,,1249,,,,,,,,,,,,2.402784824371338,,,,,,,,,
3,,,,,1259,,,,,,,,,,,,1.7543669939041138,,,,,,,,,
3,,,,,1269,,,,,,,,,,,,1.934557318687439,,,,,,,,,
3,,,,,1279,,,,,,,,,,,,1.315893292427063,,,,,,,,,
3,,,,,1289,,,,,,,,,,,,3.0936050415039062,,,,,,,,,
3,,,,,1299,,,,,,,,,,,,4.7566237449646,,,,,,,,,
3,,,,,1309,,,,,,,,,,,,5.0579633712768555,,,,,,,,,
3,,,,,1319,,,,,,,,,,,,2.2711966037750244,,,,,,,,,
3,,,,,1329,,,,,,,,,,,,1.8376781940460205,,,,,,,,,
3,,,,,1339,,,,,,,,,,,,2.037407159805298,,,,,,,,,
3,,,,,1349,,,,,,,,,,,,1.713914394378662,,,,,,,,,
3,,,,,1359,,,,,,,,,,,,1.5229649543762207,,,,,,,,,
3,,,,,1369,,,,,,,,,,,,1.5779799222946167,,,,,,,,,
3,,,,,1379,,,,,,,,,,,,1.2210485935211182,,,,,,,,,
3,,,,,1389,,,,,,,,,,,,1.9219824075698853,,,,,,,,,
3,,,,,1399,,,,,,,,,,,,2.647963523864746,,,,,,,,,
3,,,,,1409,,,,,,,,,,,,1.661122441291809,,,,,,,,,
3,,,,,1419,,,,,,,,,,,,6.255512714385986,,,,,,,,,
3,,,,,1429,,,,,,,,,,,,1.584155559539795,,,,,,,,,
,,,,,181,,,,,,,,,,,,,,,,,,,1.313319206237793,,
,,,,,182,,,,,,,,,,,,,,,,,,,1.7063403129577637,,
,,,,,183,,,,,,,,,,,,,,,,,,,1.3879096508026123,,
,,,,,184,,,,,,,,,,,,,,,,,,,0.963314950466156,,
,,,,,185,,,,,,,,,,,,,,,,,,,1.1572370529174805,,
,,,,,186,,,,,,,,,,,,,,,,,,,0.9170750379562378,,
,,,,,187,,,,,,,,,,,,,,,,,,,0.8663731813430786,,
,,,,,188,,,,,,,,,,,,,,,,,,,1.063601016998291,,
,,,,,189,,,,,,,,,,,,,,,,,,,1.0506879091262817,,
,,,,,190,,,,,,,,,,,,,,,,,,,0.9580287933349609,,
,,,,,191,,,,,,,,,,,,,,,,,,,0.6027346253395081,,
,,,,,192,,,,,,,,,,,,,,,,,,,0.6566693782806396,,
,,,,,193,,,,,,,,,,,,,,,,,,,0.8293243646621704,,
,,,,,194,,,,,,,,,,,,,,,,,,,0.773591935634613,,
,,,,,195,,,,,,,,,,,,,,,,,,,1.146740436553955,,
,,,,,196,,,,,,,,,,,,,,,,,,,1.1845026016235352,,
,,,,,197,,,,,,,,,,,,,,,,,,,1.0700069665908813,,
,,,,,198,,,,,,,,,,,,,,,,,,,27.646198272705078,,
,,,,,199,,,,,,,,,,,,,,,,,,,23.94191551208496,,
,,,,,200,,,,,,,,,,,,,,,,,,,19.482158660888672,,
,,,,,201,,,,,,,,,,,,,,,,,,,12.717241287231445,,
