epoch,lr-AdamW,p_cd1,p_cd2,p_cd3,step,train_cd_reg,train_f1_score,train_f_beta,train_loss_epoch,train_loss_step,train_mcc,train_task_loss,val_auroc,val_f1_score,val_f_beta,val_loss_epoch,val_loss_step,val_mcc,val_task_loss
3,,,,,1079,,,,,,,,0.7700060606002808,0.42639046907424927,0.42639046907424927,0.7237218022346497,,0.31248044967651367,0.7237218022346497
3,,0.09705103933811188,0.1451631337404251,0.19732989370822906,1079,0.002005576388910413,0.37495407462120056,0.37495407462120056,0.6930661797523499,,0.22864870727062225,0.6910607218742371,,,,,,,
,0.00023999999999999998,,,,1080,,,,,,,,,,,,,,
4,,,,,1089,,,,,0.9102402329444885,,,,,,,,,
4,,,,,1099,,,,,0.6712183952331543,,,,,,,,,
4,,,,,1109,,,,,0.9682437777519226,,,,,,,,,
4,,,,,1119,,,,,0.7962245345115662,,,,,,,,,
4,,,,,1129,,,,,0.7307848334312439,,,,,,,,,
4,,,,,1139,,,,,0.3901861011981964,,,,,,,,,
4,,,,,1149,,,,,1.2341519594192505,,,,,,,,,
4,,,,,1159,,,,,1.0570271015167236,,,,,,,,,
4,,,,,1169,,,,,0.5768550038337708,,,,,,,,,
4,,,,,1179,,,,,0.9334400296211243,,,,,,,,,
4,,,,,1189,,,,,1.0129886865615845,,,,,,,,,
4,,,,,1199,,,,,0.43631550669670105,,,,,,,,,
4,,,,,1209,,,,,0.42502671480178833,,,,,,,,,
4,,,,,1219,,,,,0.8402946591377258,,,,,,,,,
4,,,,,1229,,,,,0.4936237037181854,,,,,,,,,
4,,,,,1239,,,,,0.4000113308429718,,,,,,,,,
4,,,,,1249,,,,,0.49209561944007874,,,,,,,,,
4,,,,,1259,,,,,1.0180494785308838,,,,,,,,,
4,,,,,1269,,,,,0.9303230047225952,,,,,,,,,
4,,,,,1279,,,,,0.44051530957221985,,,,,,,,,
4,,,,,1289,,,,,0.5623735785484314,,,,,,,,,
4,,,,,1299,,,,,0.6907351016998291,,,,,,,,,
4,,,,,1309,,,,,0.3733752369880676,,,,,,,,,
4,,,,,1319,,,,,0.7535628080368042,,,,,,,,,
4,,,,,1329,,,,,0.7046093940734863,,,,,,,,,
4,,,,,1339,,,,,0.8883710503578186,,,,,,,,,
4,,,,,1349,,,,,0.6171068549156189,,,,,,,,,
,,,,,242,,,,,,,,,,,,0.13727378845214844,,
,,,,,243,,,,,,,,,,,,0.48147428035736084,,
,,,,,244,,,,,,,,,,,,0.3294382691383362,,
,,,,,245,,,,,,,,,,,,0.48350656032562256,,
,,,,,246,,,,,,,,,,,,0.7537614107131958,,
,,,,,247,,,,,,,,,,,,0.7073577642440796,,
,,,,,248,,,,,,,,,,,,0.631615400314331,,
,,,,,249,,,,,,,,,,,,0.7008697986602783,,
,,,,,250,,,,,,,,,,,,0.42334824800491333,,
,,,,,251,,,,,,,,,,,,0.11084873974323273,,
,,,,,252,,,,,,,,,,,,0.13026681542396545,,
,,,,,253,,,,,,,,,,,,0.21936297416687012,,
,,,,,254,,,,,,,,,,,,0.23094694316387177,,
,,,,,255,,,,,,,,,,,,0.33630692958831787,,
,,,,,256,,,,,,,,,,,,0.8322378396987915,,
,,,,,257,,,,,,,,,,,,0.5138258337974548,,
,,,,,258,,,,,,,,,,,,0.49481841921806335,,
,,,,,259,,,,,,,,,,,,0.3774579167366028,,
,,,,,260,,,,,,,,,,,,0.27752310037612915,,
,,,,,261,,,,,,,,,,,,0.5455476641654968,,
,,,,,262,,,,,,,,,,,,0.4827300012111664,,
,,,,,263,,,,,,,,,,,,0.4399987459182739,,
,,,,,264,,,,,,,,,,,,0.3214755356311798,,
,,,,,265,,,,,,,,,,,,0.226690411567688,,
,,,,,266,,,,,,,,,,,,0.21548736095428467,,
,,,,,267,,,,,,,,,,,,0.5027588605880737,,
,,,,,268,,,,,,,,,,,,0.2973093092441559,,
,,,,,269,,,,,,,,,,,,0.4058383107185364,,
,,,,,270,,,,,,,,,,,,0.8266059756278992,,
,,,,,271,,,,,,,,,,,,1.6175111532211304,,
,,,,,272,,,,,,,,,,,,1.3975785970687866,,
,,,,,273,,,,,,,,,,,,2.379260540008545,,
,,,,,274,,,,,,,,,,,,1.2151985168457031,,
,,,,,275,,,,,,,,,,,,1.1600412130355835,,
,,,,,276,,,,,,,,,,,,1.138986349105835,,
,,,,,277,,,,,,,,,,,,1.3881385326385498,,
,,,,,278,,,,,,,,,,,,2.1106932163238525,,
,,,,,279,,,,,,,,,,,,1.0549068450927734,,
,,,,,280,,,,,,,,,,,,0.9085561633110046,,
,,,,,281,,,,,,,,,,,,1.8966896533966064,,
,,,,,282,,,,,,,,,,,,2.0663270950317383,,
